INFO 	 2019-04-21 02:31:38,773 Serial port COM3 opened successfully.
DEBUG 	 2019-04-21 02:31:39,159 nnnnn ------> ooooo
DEBUG 	 2019-04-21 02:31:39,160 LLLLL ------> MMMMM
DEBUG 	 2019-04-21 02:31:39,161 LLLLL ------> MMMMM
DEBUG 	 2019-04-21 02:31:39,162 wwwww ------> xxxxx
DEBUG 	 2019-04-21 02:31:39,163 EEEEE ------> FFFFF
DEBUG 	 2019-04-21 02:31:39,164 JJJJJ ------> KKKKK
DEBUG 	 2019-04-21 02:31:39,165 lllll ------> mmmmm
DEBUG 	 2019-04-21 02:31:39,166 mmmmm ------> nnnnn
DEBUG 	 2019-04-21 02:31:39,167 FFFFF ------> GGGGG
DEBUG 	 2019-04-21 02:31:39,168 eeeee ------> fffff
DEBUG 	 2019-04-21 02:31:39,169 vvvvv ------> wwwww
DEBUG 	 2019-04-21 02:31:39,170 VVVVV ------> WWWWW
DEBUG 	 2019-04-21 02:31:39,171 FFFFF ------> GGGGG
DEBUG 	 2019-04-21 02:31:39,172 qqqqq ------> rrrrr
DEBUG 	 2019-04-21 02:31:39,173 VVVVV ------> WWWWW
DEBUG 	 2019-04-21 02:31:39,174 wwwww ------> xxxxx
DEBUG 	 2019-04-21 02:31:39,175 PPPPP ------> QQQQQ
DEBUG 	 2019-04-21 02:31:39,176 ggggg ------> hhhhh
DEBUG 	 2019-04-21 02:31:39,177 SSSSS ------> TTTTT
DEBUG 	 2019-04-21 02:31:39,178 GGGGG ------> HHHHH
DEBUG 	 2019-04-21 02:31:39,179 PPPPP ------> QQQQQ
DEBUG 	 2019-04-21 02:31:39,180 sssss ------> ttttt
DEBUG 	 2019-04-21 02:31:39,181 CCCCC ------> DDDDD
DEBUG 	 2019-04-21 02:31:39,182 nnnnn ------> oooo
DEBUG 	 2019-04-21 02:31:39,183 mmmmm ------> onnnnn
DEBUG 	 2019-04-21 02:31:39,184 EEEEE ------> FFFFF
DEBUG 	 2019-04-21 02:31:39,185 RRRRR ------> SSSSS
DEBUG 	 2019-04-21 02:31:39,186 bbbbb ------> ccccc
DEBUG 	 2019-04-21 02:31:39,187 qqqqq ------> rrrr
DEBUG 	 2019-04-21 02:31:39,188 xxxxx ------> ryyyyy
DEBUG 	 2019-04-21 02:31:39,189 VVVVV ------> WWWWW
DEBUG 	 2019-04-21 02:31:39,190 JJJJJ ------> KKKKK
DEBUG 	 2019-04-21 02:31:39,191 TTTTT ------> UUUUU
DEBUG 	 2019-04-21 02:31:39,192 QQQQQ ------> RRRRR
DEBUG 	 2019-04-21 02:31:39,193 lllll ------> mmmmm
DEBUG 	 2019-04-21 02:31:39,194 nnnnn ------> ooooo
DEBUG 	 2019-04-21 02:31:39,195 ppppp ------> qqqqq
DEBUG 	 2019-04-21 02:31:39,196 FFFFF ------> GGGGG
DEBUG 	 2019-04-21 02:31:39,197 ccccc ------> ddddd
DEBUG 	 2019-04-21 02:31:39,198 iiiii ------> jjjjj
DEBUG 	 2019-04-21 02:31:39,199 XXXXX ------> YYYYY
DEBUG 	 2019-04-21 02:31:39,200 SSSSS ------> TTTTT
DEBUG 	 2019-04-21 02:31:39,201 ppppp ------> qqqqq
DEBUG 	 2019-04-21 02:31:39,202 yyyyy ------> zzzzz
DEBUG 	 2019-04-21 02:31:39,203 ddddd ------> eeeee
DEBUG 	 2019-04-21 02:31:39,204 ooooo ------> ppppp
DEBUG 	 2019-04-21 02:31:39,205 fffff ------> ggggg
DEBUG 	 2019-04-21 02:31:39,206 BBBBB ------> CCCCC
DEBUG 	 2019-04-21 02:31:39,207 wwwww ------> xxxxx
DEBUG 	 2019-04-21 02:31:39,208 DDDDD ------> EEEEE
DEBUG 	 2019-04-21 02:31:39,209 PPPPP ------> QQQQQ
DEBUG 	 2019-04-21 02:31:39,210 sssss ------> ttttt
DEBUG 	 2019-04-21 02:31:39,211 WWWWW ------> XXXXX
DEBUG 	 2019-04-21 02:31:39,212 TTTTT ------> UUUUU
DEBUG 	 2019-04-21 02:31:39,213 YYYYY ------> ZZZZZ
DEBUG 	 2019-04-21 02:31:39,214 ddddd ------> eeeee
DEBUG 	 2019-04-21 02:31:39,215 NNNNN ------> OOOOO
DEBUG 	 2019-04-21 02:31:39,216 UUUUU ------> VVVVV
DEBUG 	 2019-04-21 02:31:39,217 GGGGG ------> HHHHH
DEBUG 	 2019-04-21 02:31:39,218 TTTTT ------> UUUUU
DEBUG 	 2019-04-21 02:31:39,219 lllll ------> mmmmm
DEBUG 	 2019-04-21 02:31:39,220 GGGGG ------> HHHHH
DEBUG 	 2019-04-21 02:31:39,221 QQQQQ ------> RRRRR
DEBUG 	 2019-04-21 02:31:39,222 ggggg ------> hhhhh
DEBUG 	 2019-04-21 02:31:39,223 NNNNN ------> OOOOO
DEBUG 	 2019-04-21 02:31:39,224 sssss ------> ttttt
DEBUG 	 2019-04-21 02:31:39,225 kkkkk ------> lllll
DEBUG 	 2019-04-21 02:31:39,226 MMMMM ------> NNNNN
DEBUG 	 2019-04-21 02:31:39,227 CCCCC ------> DDDDD
DEBUG 	 2019-04-21 02:31:39,228 uuuuu ------> vvvvv
DEBUG 	 2019-04-21 02:31:39,229 SSSSS ------> TTTTT
DEBUG 	 2019-04-21 02:31:39,230 kkkkk ------> lllll
DEBUG 	 2019-04-21 02:31:39,231 rrrrr ------> sssss
DEBUG 	 2019-04-21 02:31:39,232 PPPPP ------> QQQQQ
DEBUG 	 2019-04-21 02:31:39,233 IIIII ------> JJJJJ
DEBUG 	 2019-04-21 02:31:39,234 iiiii ------> jjjjj
DEBUG 	 2019-04-21 02:31:39,235 fffff ------> ggggg
DEBUG 	 2019-04-21 02:31:39,236 WWWWW ------> XXXXX
DEBUG 	 2019-04-21 02:31:39,237 PPPPP ------> QQQQQ
DEBUG 	 2019-04-21 02:31:39,238 WWWWW ------> XXXXX
DEBUG 	 2019-04-21 02:31:39,239 WWWWW ------> XXXXX
DEBUG 	 2019-04-21 02:31:39,240 OOOOO ------> PPPPP
DEBUG 	 2019-04-21 02:31:39,241 AAAAA ------> BBBBB
DEBUG 	 2019-04-21 02:31:39,242 HHHHH ------> IIIII
DEBUG 	 2019-04-21 02:31:39,243 vvvvv ------> wwwww
DEBUG 	 2019-04-21 02:31:39,244 wwwww ------> xxxxx
DEBUG 	 2019-04-21 02:31:39,245 bbbbb ------> ccccc
DEBUG 	 2019-04-21 02:31:39,246 NNNNN ------> OOOOO
DEBUG 	 2019-04-21 02:31:39,247 TTTTT ------> UUUUU
DEBUG 	 2019-04-21 02:31:39,248 yyyyy ------> zzzzz
DEBUG 	 2019-04-21 02:31:39,249 eeeee ------> fffff
DEBUG 	 2019-04-21 02:31:39,250 qqqqq ------> rrrrr
DEBUG 	 2019-04-21 02:31:39,251 aaaaa ------> bbbbb
DEBUG 	 2019-04-21 02:31:39,252 yyyyy ------> zzzzz
DEBUG 	 2019-04-21 02:31:39,253 nnnnn ------> ooooo
DEBUG 	 2019-04-21 02:31:39,254 QQQQQ ------> RRRRR
DEBUG 	 2019-04-21 02:31:39,255 fffff ------> ggggg
DEBUG 	 2019-04-21 02:31:39,256 aaaaa ------> bbbbb
DEBUG 	 2019-04-21 02:31:39,257 VVVVV ------> WWWWW
DEBUG 	 2019-04-21 02:31:39,258 vvvvv ------> wwwww
DEBUG 	 2019-04-21 02:31:39,259 BBBBB ------> CCCCC
DEBUG 	 2019-04-21 02:31:39,260 yyyyy ------> zzzzz
DEBUG 	 2019-04-21 02:31:39,261 iiiii ------> jjjjj
DEBUG 	 2019-04-21 02:31:39,262 DDDDD ------> EEEEE
DEBUG 	 2019-04-21 02:31:39,263 eeeee ------> fffff
DEBUG 	 2019-04-21 02:31:39,264 hhhhh ------> iiiii
DEBUG 	 2019-04-21 02:31:39,265 MMMMM ------> NNNNN
DEBUG 	 2019-04-21 02:31:39,266 TTTTT ------> UUUUU
DEBUG 	 2019-04-21 02:31:39,267 JJJJJ ------> KKKKK
DEBUG 	 2019-04-21 02:31:39,268 ooooo ------> ppppp
DEBUG 	 2019-04-21 02:31:39,269 HHHHH ------> IIIII
DEBUG 	 2019-04-21 02:31:39,270 SSSSS ------> TTTTT
DEBUG 	 2019-04-21 02:31:39,271 kkkkk ------> lllll
DEBUG 	 2019-04-21 02:31:39,272 zzzzz ------> aaaaa
DEBUG 	 2019-04-21 02:31:39,273 iiiii ------> jjjjj
DEBUG 	 2019-04-21 02:31:39,274 FFFFF ------> GGGGG
DEBUG 	 2019-04-21 02:31:39,275 KKKKK ------> LLLLL
DEBUG 	 2019-04-21 02:31:39,276 BBBBB ------> CCCCC
DEBUG 	 2019-04-21 02:31:39,277 bbbbb ------> ccccc
DEBUG 	 2019-04-21 02:31:39,278 xxxxx ------> yyyyy
DEBUG 	 2019-04-21 02:31:39,279 YYYYY ------> ZZZZZ
DEBUG 	 2019-04-21 02:31:39,280 ggggg ------> hhhhh
DEBUG 	 2019-04-21 02:31:39,281 XXXXX ------> YYYYY
DEBUG 	 2019-04-21 02:31:39,282 RRRRR ------> SSSSS
DEBUG 	 2019-04-21 02:31:39,283 mmmmm ------> nnnnn
DEBUG 	 2019-04-21 02:31:39,284 xxxxx ------> yyyyy
DEBUG 	 2019-04-21 02:31:39,285 kkkkk ------> lllll
DEBUG 	 2019-04-21 02:31:39,286 OOOOO ------> PPPPP
DEBUG 	 2019-04-21 02:31:39,287 IIIII ------> JJJJJ
DEBUG 	 2019-04-21 02:31:39,288 CCCCC ------> DDDDD
DEBUG 	 2019-04-21 02:31:39,289 iiiii ------> jjjjj
DEBUG 	 2019-04-21 02:31:39,290 kkkkk ------> lllll
DEBUG 	 2019-04-21 02:31:39,291 KKKKK ------> LLLLL
DEBUG 	 2019-04-21 02:31:39,292 HHHHH ------> IIIII
DEBUG 	 2019-04-21 02:31:39,293 lllll ------> mmmmm
DEBUG 	 2019-04-21 02:31:39,294 ccccc ------> ddddd
DEBUG 	 2019-04-21 02:31:39,295 ooooo ------> ppppp
DEBUG 	 2019-04-21 02:31:39,296 WWWWW ------> XXXXX
DEBUG 	 2019-04-21 02:31:39,297 aaaaa ------> bbbbb
DEBUG 	 2019-04-21 02:31:39,298 ooooo ------> ppppp
DEBUG 	 2019-04-21 02:31:39,299 jjjjj ------> kkkkk
DEBUG 	 2019-04-21 02:31:39,300 vvvvv ------> wwwww
DEBUG 	 2019-04-21 02:31:39,301 ccccc ------> ddddd
DEBUG 	 2019-04-21 02:31:39,302 ppppp ------> qqqqq
DEBUG 	 2019-04-21 02:31:39,303 sssss ------> ttttt
DEBUG 	 2019-04-21 02:31:39,304 kkkkk ------> lllll
DEBUG 	 2019-04-21 02:31:39,305 vvvvv ------> wwwww
DEBUG 	 2019-04-21 02:31:39,306 VVVVV ------> WWWWW
DEBUG 	 2019-04-21 02:31:39,307 ZZZZZ ------> AAAAA
DEBUG 	 2019-04-21 02:31:39,308 TTTTT ------> UUUUU
DEBUG 	 2019-04-21 02:31:39,309 SSSSS ------> TTTTT
DEBUG 	 2019-04-21 02:31:39,310 YYYYY ------> ZZZZZ
DEBUG 	 2019-04-21 02:31:39,311 eeeee ------> fffff
DEBUG 	 2019-04-21 02:31:39,312 GGGGG ------> HHHHH
DEBUG 	 2019-04-21 02:31:39,313 JJJJJ ------> KKKKK
DEBUG 	 2019-04-21 02:31:39,314 UUUUU ------> VVVVV
DEBUG 	 2019-04-21 02:31:39,315 OOOOO ------> PPPPP
DEBUG 	 2019-04-21 02:31:39,316 CCCCC ------> DDDDD
DEBUG 	 2019-04-21 02:31:39,317 KKKKK ------> LLLLL
DEBUG 	 2019-04-21 02:31:39,318 ddddd ------> eeeee
DEBUG 	 2019-04-21 02:31:39,319 ppppp ------> qqqqq
DEBUG 	 2019-04-21 02:31:39,320 DDDDD ------> EEEEE
DEBUG 	 2019-04-21 02:31:39,321 zzzzz ------> aaaaa
DEBUG 	 2019-04-21 02:31:39,322 IIIII ------> JJJJJ
DEBUG 	 2019-04-21 02:31:39,323 iiiii ------> jjjjj
DEBUG 	 2019-04-21 02:31:39,324 yyyyy ------> zzzzz
DEBUG 	 2019-04-21 02:31:39,325 DDDDD ------> EEEEE
DEBUG 	 2019-04-21 02:31:39,326 uuuuu ------> vvvvv
DEBUG 	 2019-04-21 02:31:39,327 lllll ------> mmmmm
DEBUG 	 2019-04-21 02:31:39,328 MMMMM ------> NNNNN
DEBUG 	 2019-04-21 02:31:39,329 JJJJJ ------> KKKKK
DEBUG 	 2019-04-21 02:31:39,330 jjjjj ------> kkkkk
DEBUG 	 2019-04-21 02:31:39,331 UUUUU ------> VVVVV
DEBUG 	 2019-04-21 02:31:39,332 rrrrr ------> sssss
DEBUG 	 2019-04-21 02:31:39,333 KKKKK ------> LLLLL
DEBUG 	 2019-04-21 02:31:39,334 ZZZZZ ------> AAAAA
DEBUG 	 2019-04-21 02:31:39,335 fffff ------> ggggg
DEBUG 	 2019-04-21 02:31:39,336 jjjjj ------> kkkkk
DEBUG 	 2019-04-21 02:31:39,337 uuuuu ------> vvvvv
DEBUG 	 2019-04-21 02:31:39,338 DDDDD ------> EEEEE
DEBUG 	 2019-04-21 02:31:39,339 ccccc ------> ddddd
DEBUG 	 2019-04-21 02:31:39,340 IIIII ------> JJJJJ
DEBUG 	 2019-04-21 02:31:39,341 qqqqq ------> rrrrr
DEBUG 	 2019-04-21 02:31:39,342 TTTTT ------> UUUUU
DEBUG 	 2019-04-21 02:31:39,343 UUUUU ------> VVVVV
DEBUG 	 2019-04-21 02:31:39,344 vvvvv ------> wwwww
DEBUG 	 2019-04-21 02:31:39,345 mmmmm ------> nnnnn
DEBUG 	 2019-04-21 02:31:39,346 AAAAA ------> BBBBB
DEBUG 	 2019-04-21 02:31:39,347 aaaaa ------> bbbbb
DEBUG 	 2019-04-21 02:31:39,348 UUUUU ------> VVVVV
DEBUG 	 2019-04-21 02:31:39,349 sssss ------> ttttt
DEBUG 	 2019-04-21 02:31:39,350 lllll ------> mmmmm
DEBUG 	 2019-04-21 02:31:39,351 ggggg ------> hhhhh
DEBUG 	 2019-04-21 02:31:39,352 vvvvv ------> wwwww
DEBUG 	 2019-04-21 02:31:39,353 TTTTT ------> UUUUU
DEBUG 	 2019-04-21 02:31:39,354 aaaaa ------> bbbbb
DEBUG 	 2019-04-21 02:31:39,355 OOOOO ------> PPPPP
DEBUG 	 2019-04-21 02:31:39,356 rrrrr ------> sssss
DEBUG 	 2019-04-21 02:31:39,357 FFFFF ------> GGGGG
DEBUG 	 2019-04-21 02:31:39,358 iiiii ------> jjjjj
DEBUG 	 2019-04-21 02:31:39,359 DDDDD ------> EEEEE
DEBUG 	 2019-04-21 02:31:39,360 IIIII ------> JJJJJ
DEBUG 	 2019-04-21 02:31:39,361 hhhhh ------> iiiii
DEBUG 	 2019-04-21 02:31:39,362 kkkkk ------> lllll
DEBUG 	 2019-04-21 02:31:39,363 uuuuu ------> vvvvv
DEBUG 	 2019-04-21 02:31:39,364 XXXXX ------> YYYYY
DEBUG 	 2019-04-21 02:31:39,365 UUUUU ------> VVVVV
DEBUG 	 2019-04-21 02:31:39,366 xxxxx ------> yyyyy
DEBUG 	 2019-04-21 02:31:39,367 ppppp ------> qqqqq
DEBUG 	 2019-04-21 02:31:39,368 kkkkk ------> lllll
DEBUG 	 2019-04-21 02:31:39,369 DDDDD ------> EEEEE
DEBUG 	 2019-04-21 02:31:39,370 kkkkk ------> lllll
DEBUG 	 2019-04-21 02:31:39,371 OOOOO ------> PPPPP
DEBUG 	 2019-04-21 02:31:39,372 RRRRR ------> SSSSS
DEBUG 	 2019-04-21 02:31:39,373 xxxxx ------> yyyyy
DEBUG 	 2019-04-21 02:31:39,374 jjjjj ------> kkkkk
DEBUG 	 2019-04-21 02:31:39,375 FFFFF ------> GGGGG
DEBUG 	 2019-04-21 02:31:39,376 VVVVV ------> WWWWW
DEBUG 	 2019-04-21 02:31:39,377 mmmmm ------> nnnnn
DEBUG 	 2019-04-21 02:31:39,378 MMMMM ------> NNNNN
DEBUG 	 2019-04-21 02:31:39,379 yyyyy ------> zzzzz
DEBUG 	 2019-04-21 02:31:39,380 QQQQQ ------> RRRRR
DEBUG 	 2019-04-21 02:31:39,381 UUUUU ------> VVVVV
DEBUG 	 2019-04-21 02:31:39,382 WWWWW ------> XXXXX
DEBUG 	 2019-04-21 02:31:39,383 fffff ------> ggggg
DEBUG 	 2019-04-21 02:31:39,384 NNNNN ------> OOOOO
DEBUG 	 2019-04-21 02:31:39,385 WWWWW ------> XXXXX
DEBUG 	 2019-04-21 02:31:39,386 GGGGG ------> HHHHH
DEBUG 	 2019-04-21 02:31:39,387 jjjjj ------> kkkkk
DEBUG 	 2019-04-21 02:31:39,388 kkkkk ------> lllll
DEBUG 	 2019-04-21 02:31:39,389 ttttt ------> uuuuu
DEBUG 	 2019-04-21 02:31:39,390 fffff ------> ggggg
DEBUG 	 2019-04-21 02:31:39,391 ddddd ------> eeeee
DEBUG 	 2019-04-21 02:31:39,392 hhhhh ------> iiiii
DEBUG 	 2019-04-21 02:31:39,393 mmmmm ------> nnnnn
DEBUG 	 2019-04-21 02:31:39,394 ooooo ------> ppppp
DEBUG 	 2019-04-21 02:31:39,395 lllll ------> mmmmm
DEBUG 	 2019-04-21 02:31:39,396 wwwww ------> xxxxx
DEBUG 	 2019-04-21 02:31:39,397 nnnnn ------> ooooo
DEBUG 	 2019-04-21 02:31:39,398 EEEEE ------> FFFFF
DEBUG 	 2019-04-21 02:31:39,399 eeeee ------> fffff
DEBUG 	 2019-04-21 02:31:39,400 NNNNN ------> OOOOO
DEBUG 	 2019-04-21 02:31:39,401 fffff ------> ggggg
DEBUG 	 2019-04-21 02:31:39,402 hhhhh ------> iiiii
DEBUG 	 2019-04-21 02:31:39,403 SSSSS ------> TTTTT
DEBUG 	 2019-04-21 02:31:39,404 hhhhh ------> iiiii
DEBUG 	 2019-04-21 02:31:39,405 CCCCC ------> DDDDD
DEBUG 	 2019-04-21 02:31:39,406 ZZZZZ ------> AAAAA
DEBUG 	 2019-04-21 02:31:39,407 kkkkk ------> lllll
DEBUG 	 2019-04-21 02:31:39,408 NNNNN ------> OOOOO
DEBUG 	 2019-04-21 02:31:39,409 uuuuu ------> vvvvv
DEBUG 	 2019-04-21 02:31:39,410 DDDDD ------> EEEEE
DEBUG 	 2019-04-21 02:31:39,411 ccccc ------> ddddd
DEBUG 	 2019-04-21 02:31:39,412 GGGGG ------> HHHHH
DEBUG 	 2019-04-21 02:31:39,413 MMMMM ------> NNNNN
DEBUG 	 2019-04-21 02:31:39,414 AAAAA ------> BBBBB
DEBUG 	 2019-04-21 02:31:39,415 qqqqq ------> rrrrr
DEBUG 	 2019-04-21 02:31:39,416 vvvvv ------> wwwww
DEBUG 	 2019-04-21 02:31:39,417 YYYYY ------> ZZZZZ
DEBUG 	 2019-04-21 02:31:39,418 sssss ------> ttttt
DEBUG 	 2019-04-21 02:31:39,419 ooooo ------> ppppp
DEBUG 	 2019-04-21 02:31:39,420 RRRRR ------> SSSSS
DEBUG 	 2019-04-21 02:31:39,421 CCCCC ------> DDDDD
DEBUG 	 2019-04-21 02:31:39,422 XXXXX ------> YYYYY
DEBUG 	 2019-04-21 02:31:39,423 WWWWW ------> XXXXX
DEBUG 	 2019-04-21 02:31:39,424 EEEEE ------> FFFFF
DEBUG 	 2019-04-21 02:31:39,425 xxxxx ------> yyyyy
DEBUG 	 2019-04-21 02:31:39,426 ppppp ------> qqqqq
DEBUG 	 2019-04-21 02:31:39,427 XXXXX ------> YYYYY
DEBUG 	 2019-04-21 02:31:39,428 qqqqq ------> rrrrr
DEBUG 	 2019-04-21 02:31:39,429 ccccc ------> ddddd
DEBUG 	 2019-04-21 02:31:39,430 xxxxx ------> yyyyy
DEBUG 	 2019-04-21 02:31:39,431 nnnnn ------> ooooo
DEBUG 	 2019-04-21 02:31:39,432 PPPPP ------> QQQQQ
DEBUG 	 2019-04-21 02:31:39,433 HHHHH ------> IIIII
DEBUG 	 2019-04-21 02:31:39,434 KKKKK ------> LLLLL
DEBUG 	 2019-04-21 02:31:39,435 HHHHH ------> IIIII
DEBUG 	 2019-04-21 02:31:39,436 fffff ------> ggggg
DEBUG 	 2019-04-21 02:31:39,437 yyyyy ------> zzzzz
DEBUG 	 2019-04-21 02:31:39,438 zzzzz ------> aaaaa
DEBUG 	 2019-04-21 02:31:39,439 GGGGG ------> HHHHH
DEBUG 	 2019-04-21 02:31:39,440 mmmmm ------> nnnnn
DEBUG 	 2019-04-21 02:31:39,441 hhhhh ------> iiiii
DEBUG 	 2019-04-21 02:31:39,442 VVVVV ------> WWWWW
DEBUG 	 2019-04-21 02:31:39,443 lllll ------> mmmmm
DEBUG 	 2019-04-21 02:31:39,444 RRRRR ------> SSSSS
DEBUG 	 2019-04-21 02:31:39,445 KKKKK ------> LLLLL
DEBUG 	 2019-04-21 02:31:39,446 AAAAA ------> BBBBB
DEBUG 	 2019-04-21 02:31:39,447 wwwww ------> xxxxx
DEBUG 	 2019-04-21 02:31:39,448 HHHHH ------> IIIII
DEBUG 	 2019-04-21 02:31:39,449 sssss ------> ttttt
DEBUG 	 2019-04-21 02:31:39,450 jjjjj ------> kkkkk
DEBUG 	 2019-04-21 02:31:39,451 NNNNN ------> OOOOO
DEBUG 	 2019-04-21 02:31:39,452 ttttt ------> uuuuu
DEBUG 	 2019-04-21 02:31:39,453 GGGGG ------> HHHHH
DEBUG 	 2019-04-21 02:31:39,454 HHHHH ------> IIIII
DEBUG 	 2019-04-21 02:31:39,455 TTTTT ------> UUUUU
DEBUG 	 2019-04-21 02:31:39,456 ggggg ------> hhhhh
DEBUG 	 2019-04-21 02:31:39,457 yyyyy ------> zzzzz
DEBUG 	 2019-04-21 02:31:39,458 CCCCC ------> DDDDD
DEBUG 	 2019-04-21 02:31:39,459 UUUUU ------> VVVVV
DEBUG 	 2019-04-21 02:31:39,460 BBBBB ------> CCCCC
DEBUG 	 2019-04-21 02:31:39,461 FFFFF ------> GGGGG
DEBUG 	 2019-04-21 02:31:39,462 rrrrr ------> sssss
DEBUG 	 2019-04-21 02:31:39,463 KKKKK ------> LLLLL
DEBUG 	 2019-04-21 02:31:39,464 BBBBB ------> CCCCC
DEBUG 	 2019-04-21 02:31:39,465 SSSSS ------> TTTTT
DEBUG 	 2019-04-21 02:31:39,466 xxxxx ------> yyyyy
DEBUG 	 2019-04-21 02:31:39,467 fffff ------> ggggg
DEBUG 	 2019-04-21 02:31:39,468 xxxxx ------> yyyyy
DEBUG 	 2019-04-21 02:31:39,469 ddddd ------> eeeee
DEBUG 	 2019-04-21 02:31:39,470 VVVVV ------> WWWWW
DEBUG 	 2019-04-21 02:31:39,471 ddddd ------> eeeee
DEBUG 	 2019-04-21 02:31:39,472 hhhhh ------> iiiii
DEBUG 	 2019-04-21 02:31:39,473 IIIII ------> JJJJJ
DEBUG 	 2019-04-21 02:31:39,474 XXXXX ------> YYYYY
DEBUG 	 2019-04-21 02:31:39,475 WWWWW ------> XXXXX
DEBUG 	 2019-04-21 02:31:39,476 TTTTT ------> UUUUU
DEBUG 	 2019-04-21 02:31:39,477 jjjjj ------> kkkkk
DEBUG 	 2019-04-21 02:31:39,478 IIIII ------> JJJJJ
DEBUG 	 2019-04-21 02:31:39,479 fffff ------> ggggg
DEBUG 	 2019-04-21 02:31:39,480 kkkkk ------> lllll
DEBUG 	 2019-04-21 02:31:39,481 zzzzz ------> aaaaa
DEBUG 	 2019-04-21 02:31:39,482 EEEEE ------> FFFFF
DEBUG 	 2019-04-21 02:31:39,483 AAAAA ------> BBBBB
DEBUG 	 2019-04-21 02:31:39,484 ppppp ------> qqqqq
DEBUG 	 2019-04-21 02:31:39,485 PPPPP ------> QQQQQ
DEBUG 	 2019-04-21 02:31:39,486 ooooo ------> ppppp
DEBUG 	 2019-04-21 02:31:39,487 GGGGG ------> HHHHH
DEBUG 	 2019-04-21 02:31:39,488 eeeee ------> fffff
DEBUG 	 2019-04-21 02:31:39,489 jjjjj ------> kkkkk
DEBUG 	 2019-04-21 02:31:39,490 LLLLL ------> MMMMM
DEBUG 	 2019-04-21 02:31:39,491 mmmmm ------> nnnnn
DEBUG 	 2019-04-21 02:31:39,492 sssss ------> ttttt
DEBUG 	 2019-04-21 02:31:39,493 IIIII ------> JJJJJ
DEBUG 	 2019-04-21 02:31:39,494 lllll ------> mmmmm
DEBUG 	 2019-04-21 02:31:39,495 xxxxx ------> yyyyy
DEBUG 	 2019-04-21 02:31:39,496 MMMMM ------> NNNNN
DEBUG 	 2019-04-21 02:31:39,497 WWWWW ------> XXXXX
DEBUG 	 2019-04-21 02:31:39,498 ooooo ------> ppppp
DEBUG 	 2019-04-21 02:31:39,499 rrrrr ------> sssss
DEBUG 	 2019-04-21 02:31:39,500 nnnnn ------> ooooo
DEBUG 	 2019-04-21 02:31:39,501 iiiii ------> jjjjj
DEBUG 	 2019-04-21 02:31:39,502 ggggg ------> hhhhh
DEBUG 	 2019-04-21 02:31:39,503 RRRRR ------> SSSSS
DEBUG 	 2019-04-21 02:31:39,504 ccccc ------> ddddd
DEBUG 	 2019-04-21 02:31:39,505 IIIII ------> JJJJJ
DEBUG 	 2019-04-21 02:31:39,506 sssss ------> ttttt
DEBUG 	 2019-04-21 02:31:39,507 FFFFF ------> GGGGG
DEBUG 	 2019-04-21 02:31:39,508 KKKKK ------> LLLLL
DEBUG 	 2019-04-21 02:31:39,509 ggggg ------> hhhhh
DEBUG 	 2019-04-21 02:31:39,510 KKKKK ------> LLLLL
DEBUG 	 2019-04-21 02:31:39,511 BBBBB ------> CCCCC
DEBUG 	 2019-04-21 02:31:39,512 ttttt ------> uuuuu
DEBUG 	 2019-04-21 02:31:39,513 vvvvv ------> wwwww
DEBUG 	 2019-04-21 02:31:39,514 HHHHH ------> IIIII
DEBUG 	 2019-04-21 02:31:39,515 YYYYY ------> ZZZZZ
DEBUG 	 2019-04-21 02:31:39,516 EEEEE ------> FFFFF
DEBUG 	 2019-04-21 02:31:39,517 FFFFF ------> GGGGG
DEBUG 	 2019-04-21 02:31:39,518 NNNNN ------> OOOOO
DEBUG 	 2019-04-21 02:31:39,519 qqqqq ------> rrrrr
DEBUG 	 2019-04-21 02:31:39,520 FFFFF ------> GGGGG
DEBUG 	 2019-04-21 02:31:39,521 GGGGG ------> HHHHH
DEBUG 	 2019-04-21 02:31:39,522 hhhhh ------> iiiii
DEBUG 	 2019-04-21 02:31:39,523 UUUUU ------> VVVVV
DEBUG 	 2019-04-21 02:31:39,524 NNNNN ------> OOOOO
DEBUG 	 2019-04-21 02:31:39,525 zzzzz ------> aaaaa
DEBUG 	 2019-04-21 02:31:39,526 uuuuu ------> vvvvv
DEBUG 	 2019-04-21 02:31:39,527 ppppp ------> qqqqq
DEBUG 	 2019-04-21 02:31:39,528 iiiii ------> jjjjj
DEBUG 	 2019-04-21 02:31:39,529 aaaaa ------> bbbbb
DEBUG 	 2019-04-21 02:31:39,530 kkkkk ------> lllll
DEBUG 	 2019-04-21 02:31:39,531 ZZZZZ ------> AAAAA
DEBUG 	 2019-04-21 02:31:39,532 ccccc ------> ddddd
DEBUG 	 2019-04-21 02:31:39,533 kkkkk ------> lllll
DEBUG 	 2019-04-21 02:31:39,534 rrrrr ------> sssss
DEBUG 	 2019-04-21 02:31:39,535 hhhhh ------> iiiii
DEBUG 	 2019-04-21 02:31:39,536 QQQQQ ------> RRRRR
DEBUG 	 2019-04-21 02:31:39,537 vvvvv ------> wwwww
DEBUG 	 2019-04-21 02:31:39,538 ZZZZZ ------> AAAAA
DEBUG 	 2019-04-21 02:31:39,539 QQQQQ ------> RRRRR
DEBUG 	 2019-04-21 02:31:39,540 OOOOO ------> PPPPP
DEBUG 	 2019-04-21 02:31:39,541 CCCCC ------> DDDDD
